sp	id	d	p	c	o	f	g	s
UP000192223	224129	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Agrilus	Agrilus planipennis
UP000708208	39272	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Allacma	Allacma fusca
UP000440578	1232801	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Amphibalanus	Amphibalanus amphitrite
UP000000673	43151	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Anopheles	Anopheles darlingi
UP000007062	7165	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Anopheles	Anopheles gambiae
UP000030765	74873	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Anopheles	Anopheles sinensis
UP000076408	30069	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Anopheles	Anopheles stephensi
UP000639338	684658	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Aphidius	Aphidius gifuensis
UP000475862	307491	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Aphis	Aphis glycines
UP000478052	307492	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Aphis	Aphis craccivora
UP000005203	7460	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Apis	Apis mellifera
UP000242457	94128	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Apis	Apis cerana cerana
UP000466442	248454	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Apolygus	Apolygus lucorum
UP000499080	182803	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Araneus	Araneus ventricosus
UP000494106	874455	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Arctia	Arctia plantaginis
UP000807504	94029	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Argiope	Argiope bruennichi
UP000326759	96803	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Armadillidium	Armadillidium nasatum
UP000288706	13347	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Armadillidium	Armadillidium vulgare
UP000292052	1661398	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Asbolus	Asbolus verrucosus
UP000005205	12957	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Atta	Atta cephalotes
UP000504616	27457	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Bactrocera	Bactrocera dorsalis
UP000504620	110368	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Bicyclus	Bicyclus anynana
UP000245037	6973	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Blattella	Blattella germanica
UP000504631	207650	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Bombus	Bombus vosnesenskii
UP000005204	7091	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Bombyx	Bombyx mori
UP000732094	1564500	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Bradysia	Bradysia odoriphaga
UP000838878	405034	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Brenthis	Brenthis ino
UP000595437	217165	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Caligus	Caligus rogercresseyi
UP000410492	64391	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Callosobruchus	Callosobruchus maculatus
UP000000311	104421	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Camponotus	Camponotus floridanus
UP000265894	211228	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cephus	Cephus cinctus
UP000606786	7213	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Ceratitis	Ceratitis capitata
UP000283053	168631	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Chilo	Chilo suppressalis
UP000770661	41210	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Chionoecetes	Chionoecetes opilio
UP000494040	79782	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cimex	Cimex lectularius
UP000325440	506608	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cinara	Cinara cedri
UP000494165	197152	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cloeon	Cloeon dipterum
UP000183832	568069	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Clunio	Clunio marinus
UP000502823	36987	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Coptotermes	Coptotermes formosanus
UP000729913	2053667	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cotesia	Cotesia typhae
UP000786811	51543	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cotesia	Cotesia congregata
UP000235965	105785	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cryptotermes	Cryptotermes secundus
UP000002320	7176	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Culex	Culex quinquefasciatus
UP000078542	456900	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cyphomyrmex	Cyphomyrmex costatus
UP000680675	163714	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Cyprideis	Cyprideis torosa
UP000789524	151541	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Danaus	Danaus chrysippus
UP000007151	278856	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Danaus	Danaus plexippus plexippus
UP000789390	27404	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Daphnia	Daphnia galeata
UP000076858	35525	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Daphnia	Daphnia magna
UP000000305	6669	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Daphnia	Daphnia pulex
UP000677054	69355	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Darwinula	Darwinula stevensoni
UP000030742	77166	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Dendroctonus	Dendroctonus ponderosae
UP000515146	6956	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Dermatophagoides	Dermatophagoides pteronyssinus
UP000515147	50390	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Diabrotica	Diabrotica virgifera virgifera
UP000297026	454923	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Diachasma	Diachasma alloeum
UP000079169	121845	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Diaphorina	Diaphorina citri
UP000515204	609295	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Dinoponera	Dinoponera quadriceps
UP000285301	1965070	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Dinothrombium	Dinothrombium tinctorium
UP000785944	2724454	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Dolichomitus	Dolichomitus sp. PSUC_FEM 10030005
UP000000803	7227	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila melanogaster
UP000494163	30019	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila busckii
UP000000304	7240	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila simulans
UP000001292	7238	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila sechellia
UP000007798	7260	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila willistoni
UP000008744	7234	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila persimilis
UP000008792	7244	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila virilis
UP000268350	7266	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila guanche
UP000515160	7291	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila albomicans
UP000515200	30033	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila kikkawai
UP000515209	1041015	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila rhopaloa
UP000001819	46245	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila pseudoobscura pseudoobscura
UP000007801	7217	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila ananassae
UP000009192	7230	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila mojavensis
UP000295192	7232	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila navojoa
UP000001070	7222	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Drosophila	Drosophila grimshawi
UP000076502	178035	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Dufourea	Dufourea novaeangliae
UP000525554	1049336	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Ephemera	Ephemera danica
UP000250275	516756	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Eufriesea	Eufriesea mexicana
UP000299102	151549	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Eumeta	Eumeta japonica
UP000194236	6958	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Euroglyphus	Euroglyphus maynei
UP000198287	158441	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Folsomia	Folsomia candida
UP000504606	133901	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Frankliniella	Frankliniella occidentalis
UP000655588	561572	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Frieseomelitta	Frieseomelitta varia
UP000504614	7137	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Galleria	Galleria mellonella
UP000053825	597456	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Habropoda	Habropoda laboriosa
UP000008237	610380	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Harpegnathos	Harpegnathos saltator
UP000218220	7102	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Heliothis	Heliothis virescens
UP000594454	343691	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Hermetia	Hermetia illucens
UP000752696	395501	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Heterotrigona	Heterotrigona itama
UP000747542	6706	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Homarus	Homarus americanus
UP000694843	294128	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Hyalella	Hyalella azteca
UP000837675	34627	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Hyalomma	Hyalomma marginatum
UP000801492	2038154	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Ignelater	Ignelater luminosus
UP000001555	6945	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Ixodes	Ixodes scapularis
UP000792457	123851	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Ladona	Ladona fulva
UP000580559	370605	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Lamprigera	Lamprigera yunnana
UP000291343	195883	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Laodelphax	Laodelphax striatellus
UP000036403	67767	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Lasius	Lasius niger
UP000675881	72036	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Lepeophtheirus	Lepeophtheirus salmonis
UP000324832	189913	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Leptidea	Leptidea sinapis
UP000288716	299467	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Leptotrombidium	Leptotrombidium deliense
UP000037069	7375	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Lucilia	Lucilia cuprina
UP000759131	1979941	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Medioppia	Medioppia subpectinata
UP000015102	36166	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Megaselia	Megaselia scalaris
UP000053105	166423	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Melipona	Melipona quadrifasciata
UP000002358	7425	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Nasonia	Nasonia vitripennis
UP000504622	441921	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Neodiprion	Neodiprion lecontei
UP000479000	355587	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Nesidiocoris	Nesidiocoris tenuis
UP000678499	399045	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Notodromas	Notodromas monacha
UP000479987	613905	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Nylanderia	Nylanderia fulva
UP000713257	424472	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Nymphon	Nymphon striatum
UP000053097	2015173	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Ooceraea	Ooceraea biroi
UP000037510	104452	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Operophtera	Operophtera brumata
UP000728032	334625	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Oppiella	Oppiella nova
UP000094527	48709	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Orchesella	Orchesella cincta
UP000051574	1629725	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Oryctes	Oryctes borbonicus
UP000053240	76193	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Papilio	Papilio machaon
UP000053268	66420	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Papilio	Papilio xuthus
UP000838756	348720	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Pararge	Pararge aegeria aegeria
UP000691718	110799	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Parnassius	Parnassius apollo
UP000009046	121224	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Pediculus	Pediculus humanus corporis
UP000283509	6689	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Penaeus	Penaeus vannamei
UP000327044	7054	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Photinus	Photinus pyralis
UP000663880	345717	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Pieris	Pieris macdunnoughi
UP000653454	51655	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Plutella	Plutella xylostella
UP000504615	144034	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Pogonomyrmex	Pogonomyrmex barbatus
UP000324222	210409	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Portunus	Portunus trituberculatus
UP000668214	621737	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Pseudoatta	Pseudoatta argentina
UP000015103	13249	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Rhodnius	Rhodnius prolixus
UP000625711	354439	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Rhynchophorus	Rhynchophorus ferrugineus
UP000070412	52283	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Sarcoptes	Sarcoptes scabiei
UP000504634	7225	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Scaptodrosophila	Scaptodrosophila lebanonensis
UP000694846	143950	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Sipha	Sipha flava
UP000504635	7048	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Sitophilus	Sitophilus oryzae
UP000301870	69820	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Spodoptera	Spodoptera litura
UP000648187	7107	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Spodoptera	Spodoptera exigua
UP000054359	407821	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Stegodyphus	Stegodyphus mimosarum
UP000014500	126957	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Strigamia	Strigamia maritima
UP000310200	300112	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Temnothorax	Temnothorax longispinosus
UP000504618	300111	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Temnothorax	Temnothorax curvispinosus
UP000719412	7067	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Tenebrio	Tenebrio molitor
UP000015104	32264	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Tetranychus	Tetranychus urticae
UP000515158	161013	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Thrips	Thrips palmi
UP000318571	6832	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Tigriopus	Tigriopus californicus
UP000075809	64791	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Trachymyrmex	Trachymyrmex zeteki
UP000078541	34720	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Trachymyrmex	Trachymyrmex septentrionalis
UP000078492	471704	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Trachymyrmex	Trachymyrmex cornetzi
UP000007266	7070	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Tribolium	Tribolium castaneum
UP000479190	86971	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Trichogramma	Trichogramma brassicae
UP000215335	543379	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Trichomalopsis	Trichomalopsis sarcophagae
UP000322000	7111	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Trichoplusia	Trichoplusia ni
UP000192247	418985	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Tropilaelaps	Tropilaelaps mercedesae
UP000694848	334116	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Vanessa	Vanessa tameamea
UP000594260	109461	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Varroa	Varroa destructor
UP000600918	30213	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Vespula	Vespula pensylvanica
UP000614350	7454	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Vespula	Vespula vulgaris
UP000617340	30212	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Vespula	Vespula germanica
UP000027135	136037	Eukaryota	Amorphea	Opisthokonta	Metazoa	Arthropoda	Zootermopsis	Zootermopsis nevadensis
UP000307173	52247	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida inconspicua
UP000694255	561895	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida subhashii
UP000182334	45354	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida intermedia
UP000241107	418784	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida pseudohaemulonii
UP000244309	45357	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida haemuloni
UP000002428	5478	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida glabrata
UP000094801	983967	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida arabinofermentans NRRL YB-2248
UP000230249	498019	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida auris
UP000039046	1531966	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Torrubiella	Torrubiella hemipterigena
UP000075602	766039	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Acidomyces	Acidomyces richmondensis BFW
UP000029964	857340	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Acremonium	Acremonium chrysogenum ATCC 11550
UP000243081	2714763	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Akanthomyces	Akanthomyces lecanii
UP000076881	1081108	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Akanthomyces	Akanthomyces lecanii RCEF 1005
UP000664203	1903189	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Alectoria	Alectoria fallacina
UP000596902	1187904	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Alternaria	Alternaria burnsii
UP000676310	119953	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Alternaria	Alternaria atra
UP000266453	1678846	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Alternaria	Alternaria sp. MG1
UP000077248	5599	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Alternaria	Alternaria alternata
UP000241818	857342	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Amorphotheca	Amorphotheca resinae ATCC 22711
UP000283090	97331	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Arthrobotrys	Arthrobotrys flagrans
UP000275078	1160509	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ascobolus	Ascobolus immersus RN42
UP000651452	205686	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ascochyta	Ascochyta lentis
UP000076837	5454	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ascochyta	Ascochyta rabiei
UP000298138	341454	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ascodesmis	Ascodesmis nigricans
UP000095038	1344418	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ascoidea	Ascoidea rubescens DSM 1968
UP000242877	392613	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ascosphaera	Ascosphaera apis ARSEF 7405
UP000034291	308745	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus rambellii
UP000036893	91492	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus udagawae
UP000179179	109264	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus bombycis
UP000215289	1245748	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus turcosus
UP000215305	41047	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus thermomutatus
UP000231358	656916	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus arachidicola
UP000253729	1341132	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus welwitschiae
UP000256690	1810919	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus mulundensis
UP000308092	1220188	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus tanneri
UP000325579	1506151	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus pseudonomiae
UP000326198	1226010	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus bertholletiae
UP000326268	61420	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus caelatus
UP000326289	656917	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus minisclerotigenes
UP000326799	986946	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus novoparasiticus
UP000326950	41984	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus tamarii
UP000630445	1194566	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus hiratsukae
UP000641853	1287682	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus felis
UP000653565	340414	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus fumigatiaffinis
UP000654913	1220207	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus puulaauensis
UP000053475	40382	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus ustus
UP000234585	41067	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus candidus
UP000325672	132259	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus pseudotamarii
UP000326532	5067	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus parasiticus
UP000541154	2508778	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus burnettii
UP000266188	2070753	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus sclerotialis
UP000272442	1960876	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus sp. HF37
UP000325780	36643	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus avenaceus
UP000326565	41062	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus leporis
UP000326931	209559	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus alliaceus
UP000327118	138285	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus coremiiformis
UP000637239	182096	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus chevalieri
UP000054771	454130	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus calidoustus
UP000068243	5061	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus niger
UP000246702	1450535	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus sclerotioniger CBS 115572
UP000248340	1448315	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus uvarum CBS 121591
UP000249402	1448316	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus ibericus CBS 121593
UP000286921	105351	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus awamori
UP000452235	33178	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus terreus
UP000037505	1509407	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus nomiae NRRL 13137
UP000247233	1448321	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus heteromorphus CBS 117.55
UP000247810	1448320	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus ellipticus CBS 707.79
UP000248349	1450539	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus saccharolyticus JOP 1030-1
UP000234474	1392255	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus novofumigatus IBT 16806
UP000248961	1450537	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus homomorphus CBS 101889
UP000249829	1450538	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus violaceofuscus CBS 115571
UP000188318	602072	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus carbonarius ITEM 5010
