code	d	p	c	o	f	g	s
UP000077266	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Exidia	Exidia glandulosa HHB12029
UP000006352	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fibroporia	Fibroporia radiculosa
UP000076532	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fibularhizoctonia	Fibularhizoctonia sp. CBS 109695
UP000054144	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fistulina	Fistulina hepatica ATCC 64428
UP000053630	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fomitiporia	Fomitiporia mediterranea MF3/22
UP000015241	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fomitopsis	Fomitopsis pinicola FP-58527 SS1
UP000027222	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Galerina	Galerina marginata CBS 339.88
UP000230002	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ganoderma	Ganoderma sinense ZZ0214-1
UP000016930	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gelatoporia	Gelatoporia subvermispora B
UP000030669	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gloeophyllum	Gloeophyllum trabeum ATCC 11539
UP000092993	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Grifola	Grifola frondosa
UP000284706	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gymnopilus	Gymnopilus dilepis
UP000053593	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gymnopus	Gymnopus luxurians FD-317 M1
UP000053424	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hebeloma	Hebeloma cylindrosporum h7
UP000305948	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Heliocybe	Heliocybe sulcata
UP000298061	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hericium	Hericium alpestre
UP000186601	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hermanssonia	Hermanssonia centrifuga
UP000030671	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Heterobasidion	Heterobasidion irregulare TC 32-1
UP000053820	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hydnomerulius	Hydnomerulius pinastri MD-312
UP000054270	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hypholoma	Hypholoma sublateritium FD-334 SS-4
UP000076154	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hypsizygus	Hypsizygus marmoreus
UP000027265	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Jaapia	Jaapia argillacea MUCL 33604
UP000245884	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Jaminaea	Jaminaea rosea
UP000019377	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kalmanozyma	Kalmanozyma brasiliensis GHG001
UP000193218	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kockovaella	Kockovaella imperatae
UP000322225	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella shandongensis
UP000092666	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella heveanensis BCC8398
UP000078595	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella dejecticola CBS 10117
UP000092583	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella mangroviensis CBS 10435
UP000092730	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella bestiolae CBS 10118
UP000094020	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella pini CBS 10737
UP000054477	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Laccaria	Laccaria amethystina LaAM-08-1
UP000001194	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Laccaria	Laccaria bicolor S238N-H82
UP000076871	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Laetiporus	Laetiporus sulphureus 93-53
UP000188533	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Lentinula	Lentinula edodes
UP000313359	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Lentinus	Lentinus tigrinus ALCF2SS1-6
UP000559027	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Leucoagaricus	Leucoagaricus leucothites
UP000070249	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Leucoagaricus	Leucoagaricus sp. SymC.cos
UP000193467	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Leucosporidium	Leucosporidium creatinivorum
UP000037751	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia pachydermatis
UP000232875	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia vespertilionis
UP000269793	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia restricta CBS 7877
UP000008837	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia globosa CBS 7966
UP000186303	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia sympodialis ATCC 42132
UP000245771	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Meira	Meira miltonrushii
UP000001072	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Melampsora	Melampsora larici-populina 98AG31
UP000198372	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum intermedium
UP000249723	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum saponariae
UP000249464	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum silenes-dioicae
UP000017200	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum lychnidis-dioicae p1A1 Lamole
UP000009131	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mixia	Mixia osmundae IAM 14324
UP000053758	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moesziomyces	Moesziomyces antarcticus
UP000011976	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moesziomyces	Moesziomyces antarcticus T-34
UP000054988	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moniliophthora	Moniliophthora roreri
UP000017559	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moniliophthora	Moniliophthora roreri MCA 2997
UP000000741	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moniliophthora	Moniliophthora perniciosa FA553
UP000636479	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena indigotica
UP000620124	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena venus
UP000623467	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena sanguinolenta
UP000613374	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena kentingensis (nom. inval.)
UP000613580	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena chlorophos
UP000193986	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Naematelia	Naematelia encephala
UP000620104	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Naganishia	Naganishia liquefaciens
UP000076761	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Neolentinus	Neolentinus lepideus HHB14362 ss-1
UP000250043	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Obba	Obba rivulosa
UP000284842	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Panaeolus	Panaeolus cyanescens
UP000054538	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Paxillus	Paxillus rubicundulus Ve08.2h10
UP000053647	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Paxillus	Paxillus involutus ATCC 200175
UP000077086	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Peniophora	Peniophora sp. CONT
UP000365756	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Peniophora	Peniophora sp. CBMAI 1063
UP000008370	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Phanerochaete	Phanerochaete carnosa HHB-10118-sp
UP000308199	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Phellinidium	Phellinidium pouzarii
UP000053257	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Phlebiopsis	Phlebiopsis gigantea 11061_1 CR5-6
UP000054166	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Piloderma	Piloderma croceum F 1598
UP000054018	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pisolithus	Pisolithus microcarpus 441
UP000054217	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pisolithus	Pisolithus tinctorius Marx 270
UP000623687	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pleurotus	Pleurotus ostreatus
UP000027073	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pleurotus	Pleurotus ostreatus PC15
UP000053263	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Plicaturopsis	Plicaturopsis crispa FD-325 SS-3
UP000256964	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Polyporus	Polyporus brumalis
UP000308197	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Polyporus	Polyporus arcularius HHB13444
UP000639403	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Postia	Postia placenta
UP000194127	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Postia	Postia placenta MAD-698-R-SB12
UP000001743	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Postia	Postia placenta Mad-698-R
UP000245942	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudomicrostroma	Pseudomicrostroma glucosiphilum
UP000323386	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudozyma	Pseudozyma flocculosa
UP000053664	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudozyma	Pseudozyma flocculosa PF-1
UP000014071	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudozyma	Pseudozyma hubeiensis SY62
UP000283269	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Psilocybe	Psilocybe cyanescens
UP000567179	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Psilocybe	Psilocybe cf. subviscida
UP000664032	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Psilocybe	Psilocybe cubensis
UP000305067	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pterula	Pterula gracilis
UP000239156	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia striiformis
UP000037035	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia sorghi
UP000235388	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia coronata f. sp. avenae
UP000324748	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia graminis f. sp. tritici
UP000054564	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia striiformis f. sp. tritici PST-78
UP000005240	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia triticina 1-1 BBBD Race 1
UP000008783	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Puccinia	Puccinia graminis f. sp. tritici CRL 75-36-700-3
UP000054196	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Punctularia	Punctularia strigosozonata HHB-11173 SS5
UP000217199	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pyrrhoderma	Pyrrhoderma noxium
UP000044841	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizoctonia	Rhizoctonia solani
UP000027456	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizoctonia	Rhizoctonia solani 123E
UP000027042	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizoctonia	Rhizoctonia solani AG-8 WAC10335
UP000011668	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizoctonia	Rhizoctonia solani AG-1 IA
UP000059188	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizoctonia	Rhizoctonia solani AG-1 IB
UP000183567	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizopogon	Rhizopogon vesiculosus
UP000092154	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhizopogon	Rhizopogon vinicolor AM-OR11-026
UP000298390	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodofomes	Rhodofomes roseus
UP000237144	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula taiwanensis
UP000311382	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula diobovata
UP000062823	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula sp. JG-1b
UP000199069	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula toruloides
UP000310668	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula sp. CCFEE 5036
UP000053890	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula graminis WP1
UP000006141	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rhodotorula	Rhodotorula toruloides ATCC 204091
UP000294933	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Rickenella	Rickenella mellea
UP000279259	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Saitozyma	Saitozyma podzolica
UP000007431	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Schizophyllum	Schizophyllum commune H4-8
UP000053477	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Schizopora	Schizopora paradoxa
UP000053989	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Scleroderma	Scleroderma citrinum Foug A
UP000054097	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Serendipita	Serendipita vermifera MAFF 305830
UP000007148	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Serendipita	Serendipita indica DSM 11827
UP000008063	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Serpula	Serpula lacrymans var. lacrymans S7.3
UP000076722	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Sistotremastrum	Sistotremastrum niveocremeum HHB9708
UP000076798	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Sistotremastrum	Sistotremastrum suecicum HHB10207 ss-3
UP000287166	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Sparassis	Sparassis crispa
UP000054279	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Sphaerobolus	Sphaerobolus stellatus SS14
UP000292702	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Steccherinum	Steccherinum ochraceum
UP000053927	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Stereum	Stereum hirsutum FP-91666 SS1
UP000054485	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Suillus	Suillus luteus UH-Slu-Lm8-n1
UP000053712	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Termitomyces	Termitomyces sp. J132
UP000246740	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Testicularia	Testicularia cyperi
UP000559256	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tetrapyrgos	Tetrapyrgos nigripes
UP000078113	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tilletia	Tilletia walkeri
UP000077684	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tilletia	Tilletia controversa
UP000027361	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tilletiaria	Tilletiaria anomala UBC 951
UP000245946	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tilletiopsis	Tilletiopsis washingtonensis
UP000184267	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Trametes	Trametes pubescens
UP000029665	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Trametes	Trametes cinnabarina
UP000193067	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Trametes	Trametes coccinea BRFM310
UP000054317	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Trametes	Trametes versicolor FP-101664 SS1
UP000289152	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tremella	Tremella mesenterica
UP000054539	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tremella	Tremella mesenterica DSM 1558
UP000663837	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tremellales	Tremellales sp. Tagirdzhanova-0007
UP000565441	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tricholomella	Tricholomella constricta
UP000006757	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Trichosporon	Trichosporon asahii var. asahii CBS 8904
UP000054248	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tulasnella	Tulasnella calospora MUT 4182
UP000521943	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Tulosesus	Tulosesus angulatus
UP000324022	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ustilago	Ustilago trichophora
UP000006174	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ustilago	Ustilago hordei
UP000000561	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ustilago	Ustilago maydis 521
UP000473826	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Vanrija	Vanrija humicola
UP000310189	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Wallemia	Wallemia hederae
UP000310685	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Wallemia	Wallemia mellicola
UP000310689	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Wallemia	Wallemia ichthyophaga
UP000014064	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Wallemia	Wallemia ichthyophaga EXF-994
UP000005242	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Wallemia	Wallemia mellicola CBS 633.66
UP000218811	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Wolfiporia	Wolfiporia cocos MD-104 SS10
UP000054350	Eukaryota	Amorphea	Opisthokonta	Fungi	Blastocladiomycota	Allomyces	Allomyces macrogynus ATCC 38327
UP000193411	Eukaryota	Amorphea	Opisthokonta	Fungi	Blastocladiomycota	Catenaria	Catenaria anguillulae PL171
UP000085678	Eukaryota	Amorphea	Opisthokonta	Metazoa	Brachiopoda	Lingula	Lingula anatina
UP000008743	Eukaryota	Amorphea	Opisthokonta	Filasterea	Capsaspora	Capsaspora	Capsaspora owczarzaki ATCC 30864
UP000515135	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cephalochordata	Branchiostoma	Branchiostoma belcheri
UP000001554	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cephalochordata	Branchiostoma	Branchiostoma floridae
UP000838412	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cephalochordata	Branchiostoma	Branchiostoma lanceolatum
UP000193944	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Anaeromyces	Anaeromyces robustus
UP000189906	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Batrachochytrium	Batrachochytrium salamandrivorans
UP000077115	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Batrachochytrium	Batrachochytrium dendrobatidis JEL423
UP000007241	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Batrachochytrium	Batrachochytrium dendrobatidis JAM81
UP000269721	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Blyttiomyces	Blyttiomyces helicus
UP000274922	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Caulochytrium	Caulochytrium protostelioides
UP000320333	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Chytriomyces	Chytriomyces confervae
UP000070544	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Gonapodya	Gonapodya prolifera JEL478
UP000193920	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Neocallimastix	Neocallimastix californiae
UP000193719	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Piromyces	Piromyces finnis
UP000195826	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Piromyces	Piromyces sp. E2
UP000318582	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Powellomyces	Powellomyces hirtus
UP000193642	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Rhizoclosmatium	Rhizoclosmatium globosum
UP000053201	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Spizellomyces	Spizellomyces punctatus DAOM BR117
UP000317494	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Synchytrium	Synchytrium endobioticum
UP000319731	Eukaryota	Amorphea	Opisthokonta	Fungi	Chytridiomycota	Synchytrium	Synchytrium microbalum
UP000515163	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Actinia	Actinia tenebrosa
UP000594262	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Clytia	Clytia hemisphaerica
UP000694840	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Hydra	Hydra vulgaris
UP000001593	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Nematostella	Nematostella vectensis
UP000275408	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Pocillopora	Pocillopora damicornis
UP000225706	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Stylophora	Stylophora pistillata
UP000031668	Eukaryota	Amorphea	Opisthokonta	Metazoa	Cnidaria	Thelohanellus	Thelohanellus kitauei
CORLI	Eukaryota	Amorphea	Opisthokonta	Pluriformea	Corallochytrium	Corallochytrium	Corallochytrium limacisporum
BARMO	Eukaryota	Amorphea	Opisthokonta	Choanoflagellata	Craspedida	Barroeca	Barroeca monosierra
UP000001357	Eukaryota	Amorphea	Opisthokonta	Choanoflagellata	Craspedida	Monosiga	Monosiga brevicollis
UP000007799	Eukaryota	Amorphea	Opisthokonta	Choanoflagellata	Craspedida	Salpingoeca	Salpingoeca rosetta
UP000694845	Eukaryota	Amorphea	Opisthokonta	Metazoa	Echinodermata	Acanthaster	Acanthaster planci
UP000230750	Eukaryota	Amorphea	Opisthokonta	Metazoa	Echinodermata	Apostichopus	Apostichopus japonicus
UP000007110	Eukaryota	Amorphea	Opisthokonta	Metazoa	Echinodermata	Strongylocentrotus	Strongylocentrotus purpuratus
UP000030693	Eukaryota	Amorphea	Opisthokonta	Rotosphaerida	Fonticula	Fonticula	Fonticula alba
CREFR	Eukaryota	Amorphea	Opisthokonta	Ichthyosporea	Ichthyophonida	Creolimax	Creolimax fragrantissima
UP000054560	Eukaryota	Amorphea	Opisthokonta	Ichthyosporea	Ichthyophonida	Sphaeroforma	Sphaeroforma arctica JP610
UP000182028	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Amphiamblys	Amphiamblys sp. WSBS2006
UP000030655	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Anncaliia	Anncaliia algerae PRA339
UP000054343	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Anncaliia	Anncaliia algerae PRA109
UP000003163	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Edhazardia	Edhazardia aedis USNM 41457
UP000000819	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Encephalitozoon	Encephalitozoon cuniculi GB-M1
UP000192758	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Enterocytozoon	Enterocytozoon hepatopenaei
UP000001742	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Enterocytozoon	Enterocytozoon bieneusi H348
UP000192639	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Enterospora	Enterospora canceri
UP000291404	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Hamiltosporidium	Hamiltosporidium magnivora
UP000292282	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Hamiltosporidium	Hamiltosporidium tvaerminnensis
UP000192356	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Hepatospora	Hepatospora eriocheir
UP000029725	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Mitosporidium	Mitosporidium daphniae
UP000185944	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nematocida	Nematocida displodere
UP000002872	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nematocida	Nematocida parisii ERTm3
UP000005622	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nematocida	Nematocida ausubeli
UP000034350	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nosema	Nosema ceranae
UP000053780	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nosema	Nosema apis BRL 01
UP000009082	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nosema	Nosema ceranae BRL01
UP000016927	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Nosema	Nosema bombycis CQ1
UP000031056	Eukaryota	Amorphea	Opisthokonta	Fungi	Microsporidia	Ordospora	Ordospora colligata OC4
